ID,answer
TG_A_J_20230304,2717.199951171875
TG_A_J_20230305,0.0
TG_A_J_20230306,2944.199951171875
TG_A_J_20230307,3495.699951171875
TG_A_J_20230308,3244.39990234375
TG_A_J_20230309,3306.10009765625
TG_A_J_20230310,3811.39990234375
TG_A_J_20230311,3387.39990234375
TG_A_J_20230312,0.0
TG_A_J_20230313,3743.199951171875
TG_A_J_20230314,3337.199951171875
TG_A_J_20230315,3498.699951171875
TG_A_J_20230316,3821.10009765625
TG_A_J_20230317,4044.699951171875
TG_A_J_20230318,3407.89990234375
TG_A_J_20230319,0.0
TG_A_J_20230320,3953.300048828125
TG_A_J_20230321,3621.0
TG_A_J_20230322,3794.60009765625
TG_A_J_20230323,3982.60009765625
TG_A_J_20230324,3868.800048828125
TG_A_J_20230325,3763.300048828125
TG_A_J_20230326,0.0
TG_A_J_20230327,3892.199951171875
TG_A_J_20230328,3324.800048828125
TG_A_J_20230329,3623.0
TG_A_J_20230330,3597.199951171875
TG_A_J_20230331,3640.60009765625
TG_A_S_20230304,4030.60009765625
TG_A_S_20230305,0.0
TG_A_S_20230306,3907.5
TG_A_S_20230307,3880.39990234375
TG_A_S_20230308,4231.39990234375
TG_A_S_20230309,4246.7998046875
TG_A_S_20230310,4155.7001953125
TG_A_S_20230311,4118.39990234375
TG_A_S_20230312,0.0
TG_A_S_20230313,4271.39990234375
TG_A_S_20230314,4340.5
TG_A_S_20230315,4697.60009765625
TG_A_S_20230316,4599.7001953125
TG_A_S_20230317,4332.2001953125
TG_A_S_20230318,4482.5
TG_A_S_20230319,0.0
TG_A_S_20230320,4517.10009765625
TG_A_S_20230321,4405.89990234375
TG_A_S_20230322,4773.89990234375
TG_A_S_20230323,4944.2001953125
TG_A_S_20230324,4837.39990234375
TG_A_S_20230325,4724.0
TG_A_S_20230326,0.0
TG_A_S_20230327,4843.89990234375
TG_A_S_20230328,4347.10009765625
TG_A_S_20230329,4752.60009765625
TG_A_S_20230330,4966.7998046875
TG_A_S_20230331,4809.89990234375
TG_B_J_20230304,3086.300048828125
TG_B_J_20230305,0.0
TG_B_J_20230306,3737.5
TG_B_J_20230307,2920.699951171875
TG_B_J_20230308,3661.60009765625
TG_B_J_20230309,3861.5
TG_B_J_20230310,4043.10009765625
TG_B_J_20230311,3197.699951171875
TG_B_J_20230312,0.0
TG_B_J_20230313,4040.60009765625
TG_B_J_20230314,4011.89990234375
TG_B_J_20230315,3744.699951171875
TG_B_J_20230316,3988.5
TG_B_J_20230317,4691.2998046875
TG_B_J_20230318,3601.10009765625
TG_B_J_20230319,0.0
TG_B_J_20230320,4269.2001953125
TG_B_J_20230321,4002.5
TG_B_J_20230322,4808.60009765625
TG_B_J_20230323,4311.39990234375
TG_B_J_20230324,4420.5
TG_B_J_20230325,3106.0
TG_B_J_20230326,0.0
TG_B_J_20230327,4658.89990234375
TG_B_J_20230328,4314.2001953125
TG_B_J_20230329,4566.7001953125
TG_B_J_20230330,4123.39990234375
TG_B_J_20230331,4533.7001953125
TG_B_S_20230304,4025.199951171875
TG_B_S_20230305,0.0
TG_B_S_20230306,4122.39990234375
TG_B_S_20230307,4271.5
TG_B_S_20230308,4143.39990234375
TG_B_S_20230309,4117.7001953125
TG_B_S_20230310,4122.60009765625
TG_B_S_20230311,4630.7998046875
TG_B_S_20230312,0.0
TG_B_S_20230313,4499.2001953125
TG_B_S_20230314,5056.39990234375
TG_B_S_20230315,4694.10009765625
TG_B_S_20230316,5107.10009765625
TG_B_S_20230317,4874.2001953125
TG_B_S_20230318,5209.39990234375
TG_B_S_20230319,0.0
TG_B_S_20230320,4996.39990234375
TG_B_S_20230321,5291.2001953125
TG_B_S_20230322,5289.10009765625
TG_B_S_20230323,5594.7001953125
TG_B_S_20230324,5438.60009765625
TG_B_S_20230325,5678.60009765625
TG_B_S_20230326,0.0
TG_B_S_20230327,4870.60009765625
TG_B_S_20230328,5478.2001953125
TG_B_S_20230329,5411.10009765625
TG_B_S_20230330,5449.2998046875
TG_B_S_20230331,5275.60009765625
TG_C_J_20230304,4196.5
TG_C_J_20230305,0.0
TG_C_J_20230306,4272.5
TG_C_J_20230307,5093.5
TG_C_J_20230308,4576.2001953125
TG_C_J_20230309,4706.5
TG_C_J_20230310,5912.60009765625
TG_C_J_20230311,5239.0
TG_C_J_20230312,0.0
TG_C_J_20230313,4706.2998046875
TG_C_J_20230314,5802.10009765625
TG_C_J_20230315,5938.0
TG_C_J_20230316,5506.7001953125
TG_C_J_20230317,6137.2998046875
TG_C_J_20230318,6031.7001953125
TG_C_J_20230319,0.0
TG_C_J_20230320,5181.39990234375
TG_C_J_20230321,6247.2998046875
TG_C_J_20230322,6424.39990234375
TG_C_J_20230323,6221.5
TG_C_J_20230324,6843.10009765625
TG_C_J_20230325,6165.39990234375
TG_C_J_20230326,0.0
TG_C_J_20230327,5702.10009765625
TG_C_J_20230328,6111.5
TG_C_J_20230329,6718.39990234375
TG_C_J_20230330,6451.10009765625
TG_C_J_20230331,6560.39990234375
TG_C_S_20230304,4406.89990234375
TG_C_S_20230305,0.0
TG_C_S_20230306,4447.7998046875
TG_C_S_20230307,4543.7998046875
TG_C_S_20230308,4956.2001953125
TG_C_S_20230309,4879.39990234375
TG_C_S_20230310,4528.60009765625
TG_C_S_20230311,5308.5
TG_C_S_20230312,0.0
TG_C_S_20230313,5175.10009765625
TG_C_S_20230314,4875.7001953125
TG_C_S_20230315,5238.2001953125
TG_C_S_20230316,5155.7998046875
TG_C_S_20230317,4672.60009765625
TG_C_S_20230318,5073.60009765625
TG_C_S_20230319,0.0
TG_C_S_20230320,5186.7998046875
TG_C_S_20230321,5142.2998046875
TG_C_S_20230322,5479.5
