ID,answer
TG_A_J_20230304,1960.300048828125
TG_A_J_20230305,0.0
TG_A_J_20230306,1915.300048828125
TG_A_J_20230307,2363.60009765625
TG_A_J_20230308,2108.800048828125
TG_A_J_20230309,2744.699951171875
TG_A_J_20230310,2484.699951171875
TG_A_J_20230311,1667.800048828125
TG_A_J_20230312,0.0
TG_A_J_20230313,2076.5
TG_A_J_20230314,2489.0
TG_A_J_20230315,2835.199951171875
TG_A_J_20230316,2730.5
TG_A_J_20230317,2794.39990234375
TG_A_J_20230318,2257.60009765625
TG_A_J_20230319,0.0
TG_A_J_20230320,2263.60009765625
TG_A_J_20230321,2720.89990234375
TG_A_J_20230322,2809.5
TG_A_J_20230323,2932.699951171875
TG_A_J_20230324,3380.39990234375
TG_A_J_20230325,2460.0
TG_A_J_20230326,0.0
TG_A_J_20230327,2950.39990234375
TG_A_J_20230328,3169.699951171875
TG_A_J_20230329,2956.0
TG_A_J_20230330,3292.199951171875
TG_A_J_20230331,3190.5
TG_A_S_20230304,2484.300048828125
TG_A_S_20230305,0.0
TG_A_S_20230306,2615.39990234375
TG_A_S_20230307,2736.0
TG_A_S_20230308,2623.699951171875
TG_A_S_20230309,2720.300048828125
TG_A_S_20230310,2793.60009765625
TG_A_S_20230311,2805.800048828125
TG_A_S_20230312,0.0
TG_A_S_20230313,2760.89990234375
TG_A_S_20230314,2965.5
TG_A_S_20230315,3336.300048828125
TG_A_S_20230316,3389.199951171875
TG_A_S_20230317,3353.39990234375
TG_A_S_20230318,3050.39990234375
TG_A_S_20230319,0.0
TG_A_S_20230320,3262.60009765625
TG_A_S_20230321,3448.199951171875
TG_A_S_20230322,3402.0
TG_A_S_20230323,3710.89990234375
TG_A_S_20230324,3586.699951171875
TG_A_S_20230325,3436.39990234375
TG_A_S_20230326,0.0
TG_A_S_20230327,3567.199951171875
TG_A_S_20230328,3454.699951171875
TG_A_S_20230329,3755.800048828125
TG_A_S_20230330,3692.39990234375
TG_A_S_20230331,3676.199951171875
TG_B_J_20230304,1880.699951171875
TG_B_J_20230305,0.0
TG_B_J_20230306,1303.800048828125
TG_B_J_20230307,2534.5
TG_B_J_20230308,2591.10009765625
TG_B_J_20230309,2730.800048828125
TG_B_J_20230310,2951.89990234375
TG_B_J_20230311,2567.0
TG_B_J_20230312,0.0
TG_B_J_20230313,1870.300048828125
TG_B_J_20230314,2827.800048828125
TG_B_J_20230315,2530.800048828125
TG_B_J_20230316,2870.10009765625
TG_B_J_20230317,2983.0
TG_B_J_20230318,2554.699951171875
TG_B_J_20230319,0.0
TG_B_J_20230320,2722.60009765625
TG_B_J_20230321,3284.199951171875
TG_B_J_20230322,3267.89990234375
TG_B_J_20230323,3383.199951171875
TG_B_J_20230324,3412.199951171875
TG_B_J_20230325,3213.300048828125
TG_B_J_20230326,0.0
TG_B_J_20230327,3198.60009765625
TG_B_J_20230328,3325.199951171875
TG_B_J_20230329,3239.800048828125
TG_B_J_20230330,3427.10009765625
TG_B_J_20230331,3328.39990234375
TG_B_S_20230304,2576.300048828125
TG_B_S_20230305,0.0
TG_B_S_20230306,2653.199951171875
TG_B_S_20230307,2962.0
TG_B_S_20230308,3166.60009765625
TG_B_S_20230309,3056.300048828125
TG_B_S_20230310,2988.89990234375
TG_B_S_20230311,3277.39990234375
TG_B_S_20230312,0.0
TG_B_S_20230313,3206.10009765625
TG_B_S_20230314,3619.800048828125
TG_B_S_20230315,3454.699951171875
TG_B_S_20230316,3560.0
TG_B_S_20230317,3223.0
TG_B_S_20230318,2920.10009765625
TG_B_S_20230319,0.0
TG_B_S_20230320,2985.699951171875
TG_B_S_20230321,3701.300048828125
TG_B_S_20230322,3343.60009765625
TG_B_S_20230323,3568.5
TG_B_S_20230324,3334.0
TG_B_S_20230325,3603.300048828125
TG_B_S_20230326,0.0
TG_B_S_20230327,3666.5
TG_B_S_20230328,3972.300048828125
TG_B_S_20230329,3797.60009765625
TG_B_S_20230330,4030.199951171875
TG_B_S_20230331,3769.800048828125
TG_C_J_20230304,2416.60009765625
TG_C_J_20230305,0.0
TG_C_J_20230306,2230.89990234375
TG_C_J_20230307,2150.0
TG_C_J_20230308,2416.10009765625
TG_C_J_20230309,2102.699951171875
TG_C_J_20230310,2391.39990234375
TG_C_J_20230311,2610.89990234375
TG_C_J_20230312,0.0
TG_C_J_20230313,2570.5
TG_C_J_20230314,2736.199951171875
TG_C_J_20230315,2908.699951171875
TG_C_J_20230316,2540.199951171875
TG_C_J_20230317,3005.199951171875
TG_C_J_20230318,3133.60009765625
TG_C_J_20230319,0.0
TG_C_J_20230320,2996.699951171875
TG_C_J_20230321,3191.0
TG_C_J_20230322,3227.199951171875
TG_C_J_20230323,3051.60009765625
TG_C_J_20230324,3496.39990234375
TG_C_J_20230325,3633.800048828125
TG_C_J_20230326,0.0
TG_C_J_20230327,3236.199951171875
TG_C_J_20230328,3339.0
TG_C_J_20230329,3139.5
TG_C_J_20230330,2880.0
TG_C_J_20230331,3300.10009765625
TG_C_S_20230304,2615.800048828125
TG_C_S_20230305,0.0
TG_C_S_20230306,2526.300048828125
TG_C_S_20230307,2440.10009765625
TG_C_S_20230308,2834.300048828125
TG_C_S_20230309,2905.300048828125
TG_C_S_20230310,2977.699951171875
TG_C_S_20230311,2541.10009765625
TG_C_S_20230312,0.0
TG_C_S_20230313,2651.199951171875
TG_C_S_20230314,2731.60009765625
TG_C_S_20230315,2944.89990234375
TG_C_S_20230316,3002.300048828125
TG_C_S_20230317,3040.199951171875
TG_C_S_20230318,3094.60009765625
TG_C_S_20230319,0.0
TG_C_S_20230320,2907.199951171875
TG_C_S_20230321,3320.89990234375
TG_C_S_20230322,3172.199951171875
TG_C_S_20230323,3276.0
TG_C_S_20230324,3227.60009765625
TG_C_S_20230325,3139.300048828125
TG_C_S_20230326,0.0
TG_C_S_20230327,2889.39990234375
TG_C_S_20230328,3154.39990234375
TG_C_S_20230329,3317.800048828125
TG_C_S_20230330,3400.0
TG_C_S_20230331,3046.10009765625
TG_D_J_20230304,2361.699951171875
TG_D_J_20230305,0.0
TG_D_J_20230306,2477.800048828125
TG_D_J_20230307,2352.300048828125
TG_D_J_20230308,2950.5
TG_D_J_20230309,3140.60009765625
TG_D_J_20230310,3386.89990234375
TG_D_J_20230311,2677.0
TG_D_J_20230312,0.0
TG_D_J_20230313,3369.60009765625
TG_D_J_20230314,3006.0
TG_D_J_20230315,3228.699951171875
TG_D_J_20230316,3315.10009765625
TG_D_J_20230317,3726.699951171875
TG_D_J_20230318,3584.0
TG_D_J_20230319,0.0
TG_D_J_20230320,3464.60009765625
TG_D_J_20230321,3811.0
TG_D_J_20230322,4174.60009765625
TG_D_J_20230323,3521.0
TG_D_J_20230324,3564.60009765625
TG_D_J_20230325,3621.60009765625
TG_D_J_20230326,0.0
TG_D_J_20230327,3770.39990234375
TG_D_J_20230328,3529.800048828125
TG_D_J_20230329,4084.5
TG_D_J_20230330,4007.5
TG_D_J_20230331,3441.60009765625
