ID,answer
TG_A_J_20230304,3145.25
TG_A_J_20230305,0.0
TG_A_J_20230306,2867.35
TG_A_J_20230307,3284.8999999999996
TG_A_J_20230308,3220.55
TG_A_J_20230309,3235.6499999999996
TG_A_J_20230310,3270.2
TG_A_J_20230311,3047.8999999999996
TG_A_J_20230312,0.0
TG_A_J_20230313,3237.5
TG_A_J_20230314,2963.25
TG_A_J_20230315,3253.15
TG_A_J_20230316,3782.3
TG_A_J_20230317,3917.85
TG_A_J_20230318,3417.2
TG_A_J_20230319,0.0
TG_A_J_20230320,3433.05
TG_A_J_20230321,3566.75
TG_A_J_20230322,3391.7
TG_A_J_20230323,3545.1
TG_A_J_20230324,4213.9
TG_A_J_20230325,4175.45
TG_A_J_20230326,0.0
TG_A_J_20230327,4539.6
TG_A_J_20230328,4006.7
TG_A_J_20230329,3749.25
TG_A_J_20230330,4182.3
TG_A_J_20230331,3848.0
TG_A_S_20230304,4106.5
TG_A_S_20230305,0.0
TG_A_S_20230306,3877.45
TG_A_S_20230307,4011.35
TG_A_S_20230308,4294.65
TG_A_S_20230309,4375.9
TG_A_S_20230310,3993.75
TG_A_S_20230311,4142.65
TG_A_S_20230312,0.0
TG_A_S_20230313,4004.15
TG_A_S_20230314,4177.8
TG_A_S_20230315,4021.75
TG_A_S_20230316,4420.5
TG_A_S_20230317,4308.65
TG_A_S_20230318,4412.049999999999
TG_A_S_20230319,0.0
TG_A_S_20230320,4312.3
TG_A_S_20230321,4396.85
TG_A_S_20230322,4473.4
TG_A_S_20230323,4580.2
TG_A_S_20230324,4442.0
TG_A_S_20230325,4544.4
TG_A_S_20230326,0.0
TG_A_S_20230327,4280.45
TG_A_S_20230328,4359.25
TG_A_S_20230329,4556.35
TG_A_S_20230330,4941.7
TG_A_S_20230331,4525.35
TG_B_J_20230304,2954.35
TG_B_J_20230305,0.0
TG_B_J_20230306,2949.6
TG_B_J_20230307,3180.85
TG_B_J_20230308,4185.0
TG_B_J_20230309,3561.6000000000004
TG_B_J_20230310,3236.1
TG_B_J_20230311,3023.1499999999996
TG_B_J_20230312,0.0
TG_B_J_20230313,2861.8
TG_B_J_20230314,3101.6000000000004
TG_B_J_20230315,3862.7
TG_B_J_20230316,4005.05
TG_B_J_20230317,3666.0
TG_B_J_20230318,3064.6000000000004
TG_B_J_20230319,0.0
TG_B_J_20230320,3456.55
TG_B_J_20230321,3473.25
TG_B_J_20230322,4025.5
TG_B_J_20230323,4052.05
TG_B_J_20230324,4578.8
TG_B_J_20230325,3852.1499999999996
TG_B_J_20230326,0.0
TG_B_J_20230327,4965.5
TG_B_J_20230328,4038.55
TG_B_J_20230329,4498.35
TG_B_J_20230330,4892.65
TG_B_J_20230331,4629.9
TG_B_S_20230304,3654.15
TG_B_S_20230305,0.0
TG_B_S_20230306,3612.9
TG_B_S_20230307,3788.6
TG_B_S_20230308,3844.75
TG_B_S_20230309,3728.45
TG_B_S_20230310,3924.9
TG_B_S_20230311,3738.9
TG_B_S_20230312,0.0
TG_B_S_20230313,3622.05
