ID,answer
TG_A_J_20230304,2595.4365234375
TG_A_J_20230305,0.0
TG_A_J_20230306,2613.45947265625
TG_A_J_20230307,2963.166015625
TG_A_J_20230308,2890.296142578125
TG_A_J_20230309,2870.190673828125
TG_A_J_20230310,2851.04736328125
TG_A_J_20230311,2402.276123046875
TG_A_J_20230312,0.0
TG_A_J_20230313,2420.6279296875
TG_A_J_20230314,2521.26953125
TG_A_J_20230315,2525.6083984375
TG_A_J_20230316,2509.068359375
TG_A_J_20230317,2429.349365234375
TG_A_J_20230318,2233.1845703125
TG_A_J_20230319,0.0
TG_A_J_20230320,2211.974609375
TG_A_J_20230321,2235.384765625
TG_A_J_20230322,2236.112060546875
TG_A_J_20230323,2211.306396484375
TG_A_J_20230324,2146.39208984375
TG_A_J_20230325,2052.30029296875
TG_A_J_20230326,0.0
TG_A_J_20230327,2011.22412109375
TG_A_J_20230328,2006.931884765625
TG_A_J_20230329,1996.2615966796875
TG_A_J_20230330,1969.19873046875
TG_A_J_20230331,1922.892578125
TG_A_S_20230304,4186.84423828125
TG_A_S_20230305,0.0
TG_A_S_20230306,3846.269287109375
TG_A_S_20230307,3820.5068359375
TG_A_S_20230308,4004.215576171875
TG_A_S_20230309,4091.25537109375
TG_A_S_20230310,4004.837158203125
TG_A_S_20230311,4147.5087890625
TG_A_S_20230312,0.0
TG_A_S_20230313,3619.118408203125
TG_A_S_20230314,3667.2587890625
TG_A_S_20230315,3855.184326171875
TG_A_S_20230316,3968.38720703125
TG_A_S_20230317,3917.402587890625
TG_A_S_20230318,4090.09326171875
TG_A_S_20230319,0.0
TG_A_S_20230320,3459.51416015625
TG_A_S_20230321,3543.61474609375
TG_A_S_20230322,3724.965576171875
TG_A_S_20230323,3852.5361328125
TG_A_S_20230324,3829.40673828125
TG_A_S_20230325,4020.302978515625
TG_A_S_20230326,0.0
TG_A_S_20230327,3348.400390625
TG_A_S_20230328,3444.27880859375
TG_A_S_20230329,3612.02294921875
TG_A_S_20230330,3744.904052734375
TG_A_S_20230331,3742.86279296875
TG_B_J_20230304,2849.389892578125
TG_B_J_20230305,0.0
TG_B_J_20230306,3016.5673828125
TG_B_J_20230307,2919.504150390625
TG_B_J_20230308,4697.25732421875
TG_B_J_20230309,3426.123291015625
TG_B_J_20230310,3340.99169921875
TG_B_J_20230311,2969.017822265625
TG_B_J_20230312,0.0
TG_B_J_20230313,2811.21630859375
TG_B_J_20230314,2788.62939453125
TG_B_J_20230315,3752.0712890625
TG_B_J_20230316,3196.516845703125
TG_B_J_20230317,3143.998779296875
TG_B_J_20230318,2929.872314453125
TG_B_J_20230319,0.0
TG_B_J_20230320,2706.50634765625
TG_B_J_20230321,2691.17919921875
TG_B_J_20230322,3203.5458984375
TG_B_J_20230323,2967.46533203125
TG_B_J_20230324,2940.066162109375
TG_B_J_20230325,2819.666015625
TG_B_J_20230326,0.0
TG_B_J_20230327,2621.263427734375
TG_B_J_20230328,2599.99853515625
TG_B_J_20230329,2864.74755859375
